player_id,current_team,first_name,last_name,draft_year,draft_team,draft_round,pick_in_round,pick_overall
8484153,ANA,Leo,Carlsson,2023,ANA,1,2,2
8482118,ANA,Sam,Colangelo,2020,ANA,2,5,36
8483445,ANA,Cutter,Gauthier,2022,PHI,1,5,5
8480870,ANA,Bo,Groulx,2018,ANA,2,23,54
8477527,ANA,Ross,Johnston,NaN,NaN,NaN,NaN,NaN
8479368,ANA,Max,Jones,2016,ANA,1,24,24
8473986,ANA,Alex,Killorn,2007,TBL,3,16,77
8481517,ANA,Brett,Leason,2019,WSH,2,25,56
8480806,ANA,Isac,Lundestrom,2018,ANA,1,23,23
8476934,ANA,Brock,McGinn,2012,CAR,2,17,47
8482745,ANA,Mason,McTavish,2021,ANA,1,3,3
8483570,ANA,Ben,Meyers,NaN,NaN,NaN,NaN,NaN
8475164,ANA,Jakob,Silfverberg,2009,OTT,2,9,39
8476458,ANA,Ryan,Strome,2011,NYI,1,5,5
8478873,ANA,Troy,Terry,2015,ANA,5,27,148
8478366,ANA,Frank,Vatrano,NaN,NaN,NaN,NaN,NaN
8481533,ANA,Trevor,Zegras,2019,ANA,1,9,9
8475760,ARI,Nick,Bjugstad,2010,FLA,1,19,19
8476329,ARI,Travis,Boyd,2011,WSH,6,26,177
8479619,ARI,Michael,Carcone,NaN,NaN,NaN,NaN,NaN
8483431,ARI,Logan,Cooley,2022,ARI,1,3,3
8478474,ARI,Lawson,Crouse,2015,FLA,1,11,11
8480849,ARI,Barrett,Hayton,2018,ARI,1,5,5
8479343,ARI,Clayton,Keller,2016,ARI,1,7,7
8477021,ARI,Alex,Kerfoot,2012,NJD,5,29,150
8483483,ARI,Julian,Lutz,2022,ARI,2,11,43
8481711,ARI,Matias,Maccelli,2019,ARI,4,5,98
8480855,ARI,Jack,McBain,2018,MIN,3,1,63
8477070,ARI,Liam,O'Brien,NaN,NaN,NaN,NaN,NaN
8477951,ARI,Nick,Schmaltz,2014,CHI,1,20,20
8483652,BOS,Joey,Abate,NaN,NaN,NaN,NaN,NaN
8481556,BOS,John,Beecher,2019,BOS,1,30,30
8480003,BOS,Jesper,Boqvist,2017,NJD,2,5,36
8479638,BOS,Justin,Brazeau,NaN,NaN,NaN,NaN,NaN
8477887,BOS,Patrick,Brown,NaN,NaN,NaN,NaN,NaN
8475745,BOS,Charlie,Coyle,2010,SJS,1,28,28
8478498,BOS,Jake,DeBrusk,2015,BOS,1,14,14
8479365,BOS,Trent,Frederic,2016,BOS,1,29,29
8479987,BOS,Morgan,Geekie,2017,CAR,3,5,67
8478046,BOS,Danton,Heinen,2014,BOS,4,26,116
8482479,BOS,Trevor,Kuntar,2020,BOS,3,27,89
8480880,BOS,Jakub,Lauko,2018,BOS,3,15,77
8473419,BOS,Brad,Marchand,2006,BOS,3,8,71
8474034,BOS,Pat,Maroon,2007,PHI,6,10,161
8483397,BOS,Marc,McLaughlin,NaN,NaN,NaN,NaN,NaN
8477126,BOS,Jayson,Megna,NaN,NaN,NaN,NaN,NaN
8483567,BOS,Georgii,Merkulov,NaN,NaN,NaN,NaN,NaN
8477956,BOS,David,Pastrnak,2014,BOS,1,25,25
8483505,BOS,Matthew,Poitras,2022,BOS,2,22,54
8479546,BOS,Oskar,Steen,2016,BOS,6,14,165
8474037,BOS,James,van Riemsdyk,2007,PHI,1,2,2
8478401,BOS,Pavel,Zacha,2015,NJD,1,6,6
8484145,BUF,Zach,Benson,2023,BUF,1,13,13
8481528,BUF,Dylan,Cozens,2019,BUF,1,7,7
8476878,BUF,Zemgus,Girgensons,2012,BUF,1,14,14
8478413,BUF,Jordan,Greenway,2015,MIN,2,20,50
8479370,BUF,Tyson,Jost,2016,COL,1,10,10
8481522,BUF,Peyton,Krebs,2019,VGK,1,17,17
8478109,BUF,Victor,Olofsson,2014,BUF,7,1,181
8482175,BUF,JJ,Peterka,2020,BUF,2,3,34
8482097,BUF,Jack,Quinn,2020,BUF,1,8,8
8480762,BUF,Eric,Robinson,NaN,NaN,NaN,NaN,NaN
8475784,BUF,Jeff,Skinner,2010,CAR,1,7,7
8479420,BUF,Tage,Thompson,2016,STL,1,26,26
8477949,BUF,Alex,Tuch,2014,MIN,1,18,18
8478427,CAR,Sebastian,Aho,2015,CAR,2,5,35
8482809,CAR,Jackson,Blake,2021,CAR,4,13,109
8480031,CAR,Maxime,Comtois,2017,ANA,2,19,50
8480835,CAR,Jack,Drury,2018,CAR,2,11,42
8475855,CAR,Jesper,Fast,2010,NYR,6,7,157
8477404,CAR,Jake,Guentzel,2013,PIT,3,16,77
8482093,CAR,Seth,Jarvis,2020,CAR,1,13,13
8480829,CAR,Jesperi,Kotkaniemi,2018,MTL,1,3,3
8475744,CAR,Evgeny,Kuznetsov,2010,WSH,1,26,26
8477962,CAR,Brendan,Lemieux,2014,BUF,2,1,31
8476921,CAR,Jordan,Martinook,2012,PHX,2,28,58
8484203,CAR,Bradly,Nadeau,2023,CAR,1,30,30
8480039,CAR,Martin,Necas,2017,CAR,1,12,12
8476474,CAR,Stefan,Noesen,2011,OTT,1,21,21
8473533,CAR,Jordan,Staal,2006,PIT,1,2,2
8481576,CAR,Ryan,Suzuki,2019,CAR,1,28,28
8480830,CAR,Andrei,Svechnikov,2018,CAR,1,2,2
8476882,CAR,Teuvo,Teravainen,2012,CHI,1,18,18
8484149,CBJ,Gavin,Brindley,2023,CBJ,2,2,34
8482475,CBJ,Yegor,Chinakhov,2020,CBJ,1,21,21
8479941,CBJ,Justin,Danforth,NaN,NaN,NaN,NaN,NaN
8484166,CBJ,Adam,Fantilli,2023,CBJ,1,3,3
8476346,CBJ,Johnny,Gaudreau,2011,CGY,4,13,104
8476432,CBJ,Boone,Jenner,2011,CBJ,2,7,37
8482660,CBJ,Kent,Johnson,2021,CBJ,1,5,5
8476374,CBJ,Sean,Kuraly,2011,SJS,5,12,133
8480893,CBJ,Kirill,Marchenko,2018,CBJ,2,18,49
8480292,CBJ,Carson,Meyer,2017,CBJ,6,24,179
8479423,CBJ,Alex,Nylander,2016,BUF,1,8,8
8479671,CBJ,Mathieu,Olivier,NaN,NaN,NaN,NaN,NaN
8482705,CBJ,Cole,Sillinger,2021,CBJ,1,12,12
8480074,CBJ,Alexandre,Texier,2017,CBJ,2,14,45
8481716,CBJ,Dmitri,Voronkov,2019,CBJ,4,21,114
8474150,CGY,Mikael,Backlund,2007,CGY,1,24,24
8476399,CGY,Blake,Coleman,2011,NJD,3,14,75
8482652,CGY,Walker,Duehr,NaN,NaN,NaN,NaN,NaN
8478421,CGY,A.J.,Greer,2015,COL,2,9,39
8476456,CGY,Jonathan,Huberdeau,2011,FLA,1,3,3
8478211,CGY,Dryden,Hunt,NaN,NaN,NaN,NaN,NaN
8475172,CGY,Nazem,Kadri,2009,TOR,1,7,7
8483808,CGY,Andrei,Kuzmenko,NaN,NaN,NaN,NaN,NaN
8478233,CGY,Andrew,Mangiapane,2015,CGY,6,15,166
8481028,CGY,Martin,Pospisil,2018,CGY,4,12,105
8479291,CGY,Kevin,Rooney,NaN,NaN,NaN,NaN,NaN
8481068,CGY,Yegor,Sharangovich,2018,NJD,5,17,141
8482074,CGY,Connor,Zary,2020,CGY,1,24,24
8479315,CHI,Joey,Anderson,2016,NJD,3,12,73
8476960,CHI,Andreas,Athanasiou,2012,DET,4,19,110
8484144,CHI,Connor,Bedard,2023,CHI,1,1,1
8476278,CHI,Colin,Blackwell,2011,SJS,7,13,194
8477450,CHI,Jason,Dickinson,2013,DAL,1,29,29
8477987,CHI,Ryan,Donato,2014,BOS,2,26,56
8480025,CHI,MacKenzie,Entwistle,2017,ARI,3,7,69
8473422,CHI,Nick,Foligno,2006,OTT,1,28,28
8475791,CHI,Taylor,Hall,2010,EDM,1,1,1
8481147,CHI,Reese,Johnson,NaN,NaN,NaN,NaN,NaN
8474870,CHI,Tyler,Johnson,NaN,NaN,NaN,NaN,NaN
8480798,CHI,Philipp,Kurashev,2018,CHI,4,27,120
8483493,CHI,Frank,Nazar,2022,CHI,1,13,13
8479390,CHI,Taylor,Raddysh,2016,TBL,2,28,58
8482172,CHI,Landon,Slaggert,2020,CHI,3,17,79
8471699,COL,Andrew,Cogliano,2005,EDM,1,25,25
8479525,COL,Ross,Colton,2016,TBL,4,27,118
8477494,COL,Jonathan,Drouin,2013,TBL,1,3,3
8479520,COL,Brandon,Duhaime,2016,MIN,4,15,106
8482147,COL,Jean-Luc,Foudy,2020,COL,3,13,75
8481641,COL,Joel,Kiviranta,NaN,NaN,NaN,NaN,NaN
8481042,COL,Nikolai,Kovalenko,2018,COL,6,16,171
8477476,COL,Artturi,Lehkonen,2013,MTL,2,25,55
8477492,COL,Nathan,MacKinnon,2013,COL,1,1,1
8479999,COL,Casey,Mittelstadt,2017,BUF,1,8,8
8481186,COL,Logan,O'Connor,NaN,NaN,NaN,NaN,NaN
8478028,COL,Fredrik,Olofsson,2014,CHI,4,8,98
8470610,COL,Zach,Parise,2003,NJD,1,17,17
8478420,COL,Mikko,Rantanen,2015,COL,1,10,10
8478508,COL,Yakov,Trenin,2015,NSH,2,25,55
8479362,COL,Riley,Tufte,2016,DAL,1,25,25
8475780,COL,Chris,Wagner,2010,ANA,5,2,122
8477425,COL,Miles,Wood,2013,NJD,4,9,100
8480840,DAL,Oskar,Back,2018,DAL,3,13,75
8473994,DAL,Jamie,Benn,2007,DAL,5,8,129
8481712,DAL,Matej,Blumel,2019,EDM,4,7,100
8482145,DAL,Mavrik,Bourque,2020,DAL,1,30,30
8474149,DAL,Evgenii,Dadonov,2007,FLA,3,10,71
8480848,DAL,Ty,Dellandrea,2018,DAL,1,13,13
8475168,DAL,Matt,Duchene,2009,COL,1,3,3
8476889,DAL,Radek,Faksa,2012,DAL,1,13,13
8478449,DAL,Roope,Hintz,2015,DAL,2,19,49
8482740,DAL,Wyatt,Johnston,2021,DAL,1,23,23
8479518,DAL,Fredrik,Karlström,2016,DAL,3,29,90
8478975,DAL,Mason,Marchment,NaN,NaN,NaN,NaN,NaN
8470794,DAL,Joe,Pavelski,2003,SJS,7,8,205
8480027,DAL,Jason,Robertson,2017,DAL,2,8,39
8475794,DAL,Tyler,Seguin,2010,BOS,1,2,2
8475225,DAL,Craig,Smith,2009,NSH,4,7,98
8482702,DAL,Logan,Stankoven,2021,DAL,2,15,47
8479351,DAL,Sam,Steel,2016,ANA,1,30,30
8477456,DET,J.T.,Compher,2013,BUF,2,5,35
8477429,DET,Andrew,Copp,2013,WPG,4,13,104
8479337,DET,Alex,DeBrincat,2016,CHI,2,9,39
8477952,DET,Robby,Fabbri,2014,STL,1,21,21
8478432,DET,Christian,Fischer,2015,ARI,2,2,32
8474141,DET,Patrick,Kane,2007,CHI,1,1,1
8477946,DET,Dylan,Larkin,2014,DET,1,15,15
8474102,DET,David,Perron,2007,STL,1,26,26
8479992,DET,Michael,Rasmussen,2017,DET,1,9,9
8482078,DET,Lucas,Raymond,2020,DET,1,4,4
8478466,DET,Daniel,Sprong,2015,PIT,2,16,46
8480813,DET,Joe,Veleno,2018,DET,1,30,30
8482673,EDM,Xavier,Bourgault,2021,EDM,1,22,22
8477015,EDM,Connor,Brown,2012,TOR,6,5,156
8475842,EDM,Sam,Carrick,2010,TOR,5,24,144
8477934,EDM,Leon,Draisaitl,2014,EDM,1,3,3
8477454,EDM,Adam,Erne,2013,TBL,2,3,33
8477998,EDM,Warren,Foegele,2014,CAR,3,7,67
8474040,EDM,Sam,Gagner,2007,EDM,1,6,6
8474641,EDM,Adam,Henrique,2008,NJD,3,21,82
8482077,EDM,Dylan,Holloway,2020,EDM,1,14,14
8475786,EDM,Zach,Hyman,2010,FLA,5,3,123
8477406,EDM,Mattias,Janmark,2013,DET,3,18,79
8475169,EDM,Evander,Kane,2009,ATL,1,4,4
8481534,EDM,Raphael,Lavoie,2019,EDM,2,7,38
8478402,EDM,Connor,McDavid,2015,EDM,1,1,1
8480802,EDM,Ryan,McLeod,2018,EDM,2,9,40
8476454,EDM,Ryan,Nugent-Hopkins,2011,EDM,1,1,1
8478967,EDM,Lane,Pederson,NaN,NaN,NaN,NaN,NaN
8470621,EDM,Corey,Perry,2003,ANA,1,28,28
8478585,EDM,Derek,Ryan,NaN,NaN,NaN,NaN,NaN
8479335,FLA,Rasmus,Asplund,2016,BUF,2,3,33
8477493,FLA,Aleksander,Barkov,2013,FLA,1,2,2
8477935,FLA,Sam,Bennett,2014,CGY,1,4,4
8476393,FLA,Nick,Cousins,2011,PHI,3,7,68
8479981,FLA,Jonah,Gadjovich,2017,VAN,2,24,55
8480825,FLA,Patrick,Giles,NaN,NaN,NaN,NaN,NaN
8479367,FLA,William,Lockwood,2016,VAN,3,3,64
8479066,FLA,Ryan,Lomberg,NaN,NaN,NaN,NaN,NaN
8478904,FLA,Steven,Lorentz,2015,CAR,7,5,186
8482113,FLA,Anton,Lundell,2020,FLA,1,12,12
8480185,FLA,Eetu,Luostarinen,2017,CAR,2,11,42
8473449,FLA,Kyle,Okposo,2006,NYI,1,7,7
8477933,FLA,Sam,Reinhart,2014,BUF,1,2,2
8478542,FLA,Evan,Rodrigues,NaN,NaN,NaN,NaN,NaN
8482713,FLA,Mackie,Samoskevich,2021,FLA,1,24,24
8482088,FLA,Justin,Sourdif,2020,FLA,3,25,87
8478831,FLA,Kevin,Stenlund,2015,CBJ,2,28,58
8475765,FLA,Vladimir,Tarasenko,2010,STL,1,16,16
8479314,FLA,Matthew,Tkachuk,2016,CGY,1,6,6
8477409,FLA,Carter,Verhaeghe,2013,TOR,3,21,82
8478042,LAK,Viktor,Arvidsson,2014,NSH,4,22,112
8482124,LAK,Quinton,Byfield,2020,LAK,1,2,2
8476479,LAK,Phillip,Danault,2011,CHI,1,26,26
8479400,LAK,Pierre-Luc,Dubois,2016,CBJ,1,3,3
8477942,LAK,Kevin,Fiala,2014,NSH,1,11,11
8479336,LAK,Carl,Grundstrom,2016,TOR,2,27,57
8481560,LAK,Arthur,Kaliyev,2019,LAK,2,2,33
8477960,LAK,Adrian,Kempe,2014,LAK,1,29,29
8471685,LAK,Anze,Kopitar,2005,LAK,1,11,11
8482155,LAK,Alex,Laferriere,2020,LAK,3,21,83
8473453,LAK,Trevor,Lewis,2006,LAK,1,17,17
8481481,LAK,Blake,Lizotte,NaN,NaN,NaN,NaN,NaN
8479675,LAK,Trevor,Moore,NaN,NaN,NaN,NaN,NaN
8481557,MIN,Matt,Boldy,2019,MIN,1,12,12
8478493,MIN,Joel,Eriksson Ek,2015,MIN,1,20,20
8475220,MIN,Marcus,Foligno,2009,BUF,4,13,104
8477919,MIN,Frederick,Gaudreau,NaN,NaN,NaN,NaN,NaN
8477451,MIN,Ryan,Hartman,2013,CHI,1,30,30
8475149,MIN,Marcus,Johansson,2009,WSH,1,24,24
8478864,MIN,Kirill,Kaprizov,2015,MIN,5,14,135
8482177,MIN,Marat,Khusnutdinov,2020,MIN,2,6,37
8479968,MIN,Vinni,Lettieri,NaN,NaN,NaN,NaN,NaN
8481422,MIN,Jacob,Lucchini,NaN,NaN,NaN,NaN,NaN
8483499,MIN,Liam,Ohgren,2022,MIN,1,19,19
8482079,MIN,Marco,Rossi,2020,MIN,1,9,9
8479972,MIN,Mason,Shaw,2017,MIN,4,4,97
8475692,MIN,Mats,Zuccarello,NaN,NaN,NaN,NaN,NaN
8476981,MTL,Josh,Anderson,2012,CBJ,4,4,95
8476469,MTL,Joel,Armia,2011,BUF,1,16,16
8481540,MTL,Cole,Caufield,2019,MTL,1,15,15
8481523,MTL,Kirby,Dach,2019,CHI,1,3,3
8477989,MTL,Christian,Dvorak,2014,ARI,2,28,58
8478133,MTL,Jake,Evans,2014,MTL,7,27,207
8475848,MTL,Brendan,Gallagher,2010,MTL,5,27,147
8481093,MTL,Rafael,Harvey-Pinard,2019,MTL,7,15,201
8481618,MTL,Alex,Newhook,2019,COL,1,16,16
8476871,MTL,Tanner,Pearson,2012,LAK,1,30,30
8479543,MTL,Michael,Pezzetta,2016,MTL,6,9,160
8483515,MTL,Juraj,Slafkovsky,2022,MTL,1,1,1
8480018,MTL,Nick,Suzuki,2017,VGK,1,13,13
8478400,MTL,Colin,White,2015,OTT,1,21,21
8481058,MTL,Jesse,Ylönen,2018,MTL,2,4,35
8479414,NJD,Nathan,Bastian,2016,NJD,2,11,41
8479407,NJD,Jesper,Bratt,2016,NJD,6,11,162
8481518,NJD,Nolan,Foote,2019,TBL,1,27,27
8475287,NJD,Erik,Haula,2009,MIN,7,2,182
8480002,NJD,Nico,Hischier,2017,NJD,1,1,1
8482125,NJD,Alexander,Holtz,2020,NJD,1,7,7
8481559,NJD,Jack,Hughes,2019,NJD,1,1,1
8477508,NJD,Curtis,Lazar,2013,OTT,1,17,17
8477073,NJD,Kurtis,MacDermid,NaN,NaN,NaN,NaN,NaN
8478414,NJD,Timo,Meier,2015,SJS,1,9,9
8482110,NJD,Dawson,Mercer,2020,NJD,1,18,18
8477931,NJD,Tomas,Nosek,NaN,NaN,NaN,NaN,NaN
8476292,NJD,Ondrej,Palat,2011,TBL,7,27,208
8476919,NJD,Chris,Tierney,2012,SJS,2,25,55
8479994,NSH,Jaret,Anderson-Dolan,2017,LAK,2,10,41
8478463,NSH,Anthony,Beauvillier,2015,NYI,1,28,28
8482146,NSH,Luke,Evangelista,2020,NSH,2,11,42
8476887,NSH,Filip,Forsberg,2012,WSH,1,11,11
8479996,NSH,Cody,Glass,2017,VGK,1,6,6
8476873,NSH,Mark,Jankowski,2012,CGY,1,21,21
8477446,NSH,Michael,McCarron,2013,MTL,1,25,25
8478438,NSH,Tommy,Novak,2015,NSH,3,24,85
8474679,NSH,Gustav,Nyquist,2008,DET,4,30,121
8475158,NSH,Ryan,O'Reilly,2009,COL,2,3,33
8480748,NSH,Kiefer,Sherwood,NaN,NaN,NaN,NaN,NaN
8476925,NSH,Colton,Sissons,2012,NSH,2,20,50
8482062,NSH,Cole,Smith,NaN,NaN,NaN,NaN,NaN
8475722,NSH,Jason,Zucker,2010,MIN,2,29,59
8478445,NYI,Mathew,Barzal,2015,NYI,1,16,16
8475231,NYI,Casey,Cizikas,2009,NYI,4,1,92
8473504,NYI,Cal,Clutterbuck,2006,MIN,3,9,72
8478115,NYI,Pierre,Engvall,2014,TOR,7,8,188
8477392,NYI,Hudson,Fasching,2013,LAK,4,27,118
8479328,NYI,Julien,Gauthier,2016,CAR,1,21,21
8481601,NYI,Simon,Holmstrom,2019,NYI,1,23,23
8477500,NYI,Bo,Horvat,2013,VAN,1,9,9
8481016,NYI,Ruslan,Iskhakov,2018,NYI,2,12,43
8480901,NYI,Karson,Kuhlman,NaN,NaN,NaN,NaN,NaN
8475314,NYI,Anders,Lee,2009,NYI,6,2,152
8481237,NYI,Kyle,MacLean,NaN,NaN,NaN,NaN,NaN
8474709,NYI,Matt,Martin,2008,NYI,5,27,148
8475754,NYI,Brock,Nelson,2010,NYI,1,30,30
8476419,NYI,Jean-Gabriel,Pageau,2011,OTT,4,5,96
