,team_id,team_code,game_num,date,goals,pim,shots,pp_perc,ppg,pp_opp,fo_win,blocked,takeaways,giveaways,hits,home_away
0,12,CAR,2022021001,2023-03-05T20:00:00Z,6,16,38,80.0,4.0,5.0,54.1,10,13,15,12,home
1,4,PHI,2022021002,2023-03-05T23:00:00Z,3,6,37,0.0,0.0,3.0,38.9,16,9,5,26,home
2,54,VGK,2022021003,2023-03-05T23:00:00Z,4,9,28,0.0,0.0,1.0,50.0,18,13,13,31,home
3,53,ARI,2022021004,2023-03-06T00:00:00Z,4,2,29,0.0,0.0,2.0,52.9,20,6,6,33,home
4,21,COL,2022021005,2023-03-06T02:00:00Z,2,10,23,0.0,0.0,2.0,57.9,17,12,8,17,home
5,7,BUF,2022021006,2023-03-07T00:30:00Z,2,2,39,50.0,1.0,2.0,35.3,11,8,8,18,home
6,52,WPG,2022021007,2023-03-07T00:30:00Z,2,6,38,0.0,0.0,6.0,31.7,18,14,9,19,home
7,25,DAL,2022021008,2023-03-07T01:30:00Z,4,4,33,25.0,1.0,4.0,44.4,9,13,22,24,home
8,16,CHI,2022021009,2023-03-07T02:00:00Z,5,15,21,0.0,0.0,5.0,43.1,18,12,16,20,home
9,23,VAN,2022021010,2023-03-07T03:30:00Z,3,7,29,0.0,0.0,3.0,57.1,19,6,9,42,home
10,26,LAK,2022021011,2023-03-07T03:30:00Z,4,10,41,0.0,0.0,5.0,50.9,9,3,6,26,home
11,8,MTL,2022021012,2023-03-08T00:00:00Z,3,6,24,0.0,0.0,4.0,43.3,24,4,19,17,home
12,5,PIT,2022021013,2023-03-08T00:00:00Z,5,4,47,50.0,1.0,2.0,50.0,10,14,4,51,home
13,14,TBL,2022021014,2023-03-08T00:00:00Z,5,6,39,50.0,3.0,6.0,62.5,17,11,7,26,home
14,1,NJD,2022021015,2023-03-08T00:00:00Z,3,4,33,25.0,1.0,4.0,44.0,8,7,8,20,home
15,13,FLA,2022021016,2023-03-08T00:00:00Z,2,10,34,0.0,0.0,2.0,54.9,12,8,15,26,home
16,2,NYI,2022021017,2023-03-08T00:30:00Z,3,4,39,0.0,0.0,2.0,64.0,32,9,10,23,home
17,30,MIN,2022021018,2023-03-08T01:00:00Z,0,8,40,0.0,0.0,5.0,47.5,23,5,9,18,home
18,21,COL,2022021019,2023-03-08T02:00:00Z,6,6,43,20.0,1.0,5.0,47.5,16,11,5,25,home
19,53,ARI,2022021020,2023-03-08T02:00:00Z,6,12,27,50.0,1.0,2.0,52.2,17,5,16,24,home
20,55,SEA,2022021021,2023-03-08T03:00:00Z,5,8,31,50.0,1.0,2.0,50.9,13,8,9,11,home
21,17,DET,2022021022,2023-03-09T00:30:00Z,4,6,41,33.3,1.0,3.0,57.8,12,3,6,11,home
22,52,WPG,2022021023,2023-03-09T00:30:00Z,2,2,48,0.0,0.0,3.0,60.5,5,5,12,16,home
23,23,VAN,2022021024,2023-03-09T03:00:00Z,3,4,34,0.0,0.0,0.0,57.4,15,5,1,21,home
24,7,BUF,2022021025,2023-03-10T00:00:00Z,4,6,29,0.0,0.0,2.0,41.2,8,6,11,26,home
25,6,BOS,2022021026,2023-03-10T00:30:00Z,2,2,28,0.0,0.0,2.0,46.9,11,3,8,33,home
26,5,PIT,2022021027,2023-03-10T00:00:00Z,3,10,36,0.0,0.0,3.0,44.9,26,9,7,40,home
27,8,MTL,2022021028,2023-03-10T00:00:00Z,3,8,26,0.0,0.0,3.0,46.3,14,6,26,19,home
28,15,WSH,2022021029,2023-03-10T00:00:00Z,2,6,22,0.0,0.0,2.0,45.3,15,7,12,18,home
29,12,CAR,2022021030,2023-03-10T00:00:00Z,1,4,29,25.0,1.0,4.0,63.0,6,10,23,8,home
30,14,TBL,2022021031,2023-03-10T00:00:00Z,3,71,37,20.0,1.0,5.0,47.8,10,6,8,36,home
31,19,STL,2022021032,2023-03-10T01:00:00Z,4,8,30,25.0,1.0,4.0,37.7,17,10,8,17,home
32,21,COL,2022021033,2023-03-10T02:00:00Z,2,8,30,33.3,1.0,3.0,40.0,6,11,13,19,home
33,53,ARI,2022021034,2023-03-10T02:00:00Z,4,17,43,25.0,1.0,4.0,36.1,20,6,10,24,home
34,55,SEA,2022021035,2023-03-10T03:00:00Z,4,10,33,0.0,0.0,1.0,35.8,19,11,8,25,home
35,13,FLA,2022021036,2023-03-11T00:00:00Z,4,22,43,25.0,1.0,4.0,43.4,8,8,12,25,home
